Date,Close,High,Low,Open,Volume
,CME,CME,CME,CME,CME
2017-01-03,84.74104309082031,86.13363859901598,83.90399946153688,86.04475301107327,2159200
2017-01-04,85.57066345214844,86.26696396197536,84.9336294140324,85.05955441857726,2400800
2017-01-05,85.86698150634766,86.60032160913826,85.11142565515559,85.55587060594057,1689400
2017-01-06,86.80770874023438,86.90400333428373,85.78547937397776,85.97066519813465,1229400
2017-01-09,86.1706771850586,86.87438112269504,86.14104677222649,86.49660042336495,963000
2017-01-10,86.1484603881836,86.61512669950423,85.70400982339402,86.61512669950423,1061900
2017-01-11,85.8521728515625,86.36328202401825,84.85957362199771,86.1780961488645,2238800
2017-01-12,86.2447509765625,86.37067599338575,84.37067115074834,85.74104525784608,1243600
2017-01-13,86.57069396972656,87.0373603353095,86.18550418897692,86.66698858920181,1057800
2017-01-17,85.69660949707031,86.54845992313412,85.56327545319029,86.54845992313412,1197200
2017-01-18,86.85215759277344,86.9262307973227,85.1928940748921,86.00030161189868,1449100
2017-01-19,86.19290924072266,86.96328311535412,85.90401974416386,86.82254004985273,1191800
2017-01-20,86.41512298583984,86.61512120617185,85.76326521291676,86.38549257330486,1175900
2017-01-23,86.10401916503906,86.6521734005571,85.69661364836526,86.1484676161015,800200
2017-01-24,86.99290466308594,87.16327247629086,86.21512185076787,86.21512185076787,1047400
2017-01-25,89.00031280517578,89.15586822731068,87.25215808296002,87.57808695872257,1886900
2017-01-26,89.43736267089844,89.68921838292137,88.17810106505588,88.88921409968246,1472600
2017-01-27,89.11885833740234,89.4892301275522,88.80774739001846,89.46700872437121,1065100
2017-01-30,89.21514892578125,89.29663116287449,88.28921955101657,88.76329493878214,1196200
2017-01-31,89.689208984375,90.1410628941458,89.0373511990409,89.08179964440131,2246800
2017-02-01,89.5558853149414,90.57810925375236,89.51884588142526,90.00033026001469,2795600
2017-02-02,89.82255554199219,91.51885878133305,87.86699321616346,89.26699793462211,2059300
2017-02-03,88.85218048095703,90.4225587339945,88.40773551165945,90.1781120228823,1648200
2017-02-06,88.74847412109375,88.81514397272693,88.18551314791523,88.51884545180842,1120000
2017-02-07,87.9484634399414,89.18550352040627,87.89661162972502,89.0817998999735,1672600
2017-02-08,86.34848022460938,87.79292796728888,85.62995803671363,87.67441193140434,2019100
2017-02-09,87.83733367919922,88.17066587254565,86.05954879469938,86.62251523259917,1525400
2017-02-10,88.1336441040039,88.48178872275375,87.78549383383094,88.1040136925612,1130100
2017-02-13,89.91142272949219,90.29661242318417,88.48178788657476,88.62993994238823,1481100
2017-02-14,89.63735961914062,90.07439550857016,89.07439305774918,89.95587950436457,1208100
2017-02-15,90.4521713256836,90.8669857950858,89.30401686747254,89.98550504760611,1234000
2017-02-16,90.24475860595703,90.78549805621574,89.52623669268291,90.45216582805203,1180600
2017-02-17,90.82997131347656,90.94107831893821,89.63737380917591,90.07440976779039,2038500
2017-02-21,89.66698455810547,91.40773029605056,89.53365052937563,90.67439596374804,1385700
2017-02-22,90.74847412109375,91.34847445741286,90.00032171619836,90.09661632220526,2270300
2017-02-23,90.7558822631836,91.48181330886015,90.05958728420583,90.80033071180794,1399200
2017-02-24,90.82997131347656,91.11886083052585,90.081818785296,90.42996913954114,1686200
2017-02-27,90.98552703857422,91.3336773938373,89.62996505373373,90.8299715790486,1279100
2017-02-28,89.97068786621094,90.92624747919362,89.85217186729999,90.71143122653022,1881200
2017-03-01,94.07440948486328,94.51885438364091,90.86698928545503,91.11884497399726,2336300
2017-03-02,92.02996063232422,94.36330352835573,91.9484784042636,94.25959990199199,1665700
2017-03-03,91.88920593261719,92.38550257273097,91.51883429347149,92.1040165100697,1096900
2017-03-06,91.88920593261719,92.24475954140033,91.14105363914452,91.44475544450417,1393500
2017-03-07,91.52623748779297,91.8817967473406,91.25956945598791,91.63735010961553,1362900
2017-03-08,91.7496566772461,92.68055824938443,91.71987282689729,92.25606735976024,1223200
2017-03-09,92.20396423339844,92.48696203094528,91.60819046096493,91.86884184151546,1359700
2017-03-10,92.14439392089844,92.8593258808384,91.44435389101437,92.52419779595226,1414100
2017-03-13,92.96357727050781,93.20933670550471,92.12948722526393,92.44971766674587,1893600
2017-03-14,92.68054962158203,93.1944090597334,92.04008894503073,92.53905645939402,1319700
2017-03-15,92.89656829833984,93.20190687339183,92.39760620336558,93.20190687339183,1272000
2017-03-16,92.89656829833984,93.45510948334005,92.50186677002364,93.32850817836595,1138600
2017-03-17,92.78482818603516,93.5369983235438,92.56141519511505,93.09016665993072,2756400
2017-03-20,92.2933120727539,93.03803338192427,92.08479101526983,92.39757260149594,1178200
2017-03-21,89.57508850097656,92.99336265929132,89.48572556989208,92.66568342725266,2522000
2017-03-22,88.86762237548828,89.97725587474207,88.46547206368787,89.64957658028817,2408000
2017-03-23,88.76333618164062,89.76126002580553,88.59949658172751,88.88993744274701,1844000
2017-03-24,89.27718353271484,89.67189057731238,88.6441715914798,89.06866248682776,1462000
2017-03-27,88.05584716796875,88.76333583008486,87.55688524786248,88.35373683192434,1358800
2017-03-28,88.48778533935547,88.97185532454274,87.20686378412981,87.64625230913055,1769600
2017-03-29,88.2494888305664,88.52503780315517,87.72818610596447,88.2569376357103,921200
2017-03-30,88.5101318359375,88.57715971235687,87.43773694918471,87.87711982103886,1577500
2017-03-31,88.472900390625,89.44103475557873,88.27182244038225,88.79313080468636,1753400
2017-04-03,87.50476837158203,88.91229142531495,86.51428750213336,88.4878004358046,2447400
2017-04-04,87.33346557617188,88.04840303416123,87.00579206318051,87.42283417886371,1669100
2017-04-05,87.54199981689453,88.82291580793112,87.34092186405154,87.71328255118121,1539000
2017-04-06,87.73562622070312,88.20480433852937,87.1845339761972,87.63136567935804,938300
2017-04-07,87.86967468261719,88.2271434476308,87.13985090663377,87.13985090663377,1203300
2017-04-10,87.19942474365234,88.27182536238433,87.13240254586825,87.76541459040237,1006500
2017-04-11,87.18453979492188,87.26645960884228,86.40258000087213,87.09517117561587,1285000
2017-04-12,86.84939575195312,87.40048789577494,86.55895491387322,86.81960621961514,1608500
2017-04-13,86.29084014892578,87.1100322628851,86.2536018193848,86.79725074911777,971100
2017-04-17,87.46007537841797,87.52709757130002,85.91850244262929,86.63343424223548,936900
2017-04-18,87.20687103271484,87.53455025271309,86.54406946991706,87.11005930033951,848600
2017-04-19,87.25900268554688,87.89946352655531,87.12495260994574,87.57923310605109,1033200
2017-04-20,88.70376586914062,88.82291833789391,87.25900454375864,87.79520485758178,1217200
2017-04-21,88.45055389404297,88.99420298969238,88.10053962568504,88.62184230772714,1301800
2017-04-24,89.18782043457031,89.95488242970336,88.94950985664768,89.85807071053155,1094300
2017-04-25,89.32189178466797,89.8804328675,88.93463345211114,89.53786168517587,1627300
2017-04-26,89.3963394165039,89.9101988965082,88.83779847972434,89.36654988472966,1252500
2017-04-27,85.7323226928711,88.0632984412694,85.50890401819676,88.0632984412694,4256600
2017-04-28,86.5291748046875,86.6408784609042,85.72487438928952,85.85892445852252,1904600
2017-05-01,86.86427307128906,87.18450338786124,86.48446370005894,86.79725089612742,1375300
2017-05-02,87.32604217529297,87.58669355645941,86.74516033104379,86.95368143597695,1219600
2017-05-03,87.89945220947266,88.60694083807888,87.08025993372505,87.36325197610404,1825400
2017-05-04,88.35375213623047,88.75590239996356,87.72074004178484,88.51759176387436,1727300
2017-05-05,88.44309997558594,88.65162102294993,87.73561135714682,88.65162102294993,1291000
2017-05-08,87.20687103271484,88.577161303984,86.89408942186552,88.25693088856022,1773200
2017-05-09,87.60901641845703,88.09308641716666,86.79727289960488,87.00579396199726,1696900
2017-05-10,87.16963958740234,87.69839108408962,86.51428113827869,87.50476193486917,1199100
2017-05-11,86.97600555419922,87.2589976165742,85.90360501168703,86.94621601893245,1146900
2017-05-12,86.51425170898438,87.11747968370886,86.44722953499902,86.81214129527444,1140500
2017-05-15,87.31857299804688,87.85477324664943,86.57385169315948,86.61853315328548,1568900
2017-05-16,86.89409637451172,87.63136899672593,86.81962536812797,87.31858736085003,1185200
2017-05-17,85.7323226928711,86.57385576150163,85.55358548042246,86.24617655378539,1580300
2017-05-18,86.20895385742188,86.69302392063597,85.82169553414117,85.94830249469847,1486800
2017-05-19,87.00578308105469,87.13238432713547,85.9631722177089,86.45468527734047,2711500
2017-05-22,87.06536865234375,87.48985955993987,86.69300800772356,87.40793976358162,1257700
2017-05-23,88.02606201171875,88.2345887641005,86.64832863939154,87.13239865717489,1026100
2017-05-24,87.70584106445312,88.18991113446569,87.45263850332962,88.0484179251564,975900
2017-05-25,87.92926025390625,88.16757088759894,87.36327036822098,87.66116008078026,1151600
2017-05-26,87.86222839355469,88.20479953672111,87.549441104774,88.01117039257555,720700
