Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,6.760000228881836,7.114999771118164,6.752500057220459,7.077499866485596,5.46220064163208,17321600
2016-01-05,7.147500038146973,7.252500057220459,7.014999866485596,7.192500114440918,5.550954341888428,13666400
2016-01-06,7.057499885559082,7.184999942779541,6.860000133514404,7.09250020980835,5.473776817321777,15025600
2016-01-07,7.03000020980835,7.192500114440918,6.934999942779541,7.112500190734863,5.4892120361328125,10651200
2016-01-08,7.175000190734863,7.197500228881836,7.010000228881836,7.09250020980835,5.473776817321777,10796800
2016-01-11,7.082499980926514,7.387499809265137,6.997499942779541,7.34499979019165,5.668648719787598,13026800
2016-01-12,7.237500190734863,7.304999828338623,6.577499866485596,6.96999979019165,5.379234790802002,32357600
2016-01-13,6.927499771118164,6.954999923706055,6.619999885559082,6.735000133514404,5.197869300842285,11686400
2016-01-14,6.855000019073486,6.855000019073486,6.295000076293945,6.394999980926514,4.9354681968688965,18357600
2016-01-15,6.264999866485596,6.485000133514404,6.212500095367432,6.409999847412109,4.9470438957214355,12750800
2016-01-19,6.489999771118164,6.494999885559082,6.262499809265137,6.377500057220459,4.921961784362793,11138000
2016-01-20,6.302499771118164,6.362500190734863,6.082499980926514,6.297500133514404,4.8602190017700195,8945200
2016-01-21,6.297500133514404,6.485000133514404,6.287499904632568,6.322500228881836,4.879514694213867,8473200
2016-01-22,6.432499885559082,6.507500171661377,6.357500076293945,6.417500019073486,4.952832221984863,7054400
2016-01-25,6.400000095367432,6.492499828338623,6.227499961853027,6.264999866485596,4.835136890411377,5780800
2016-01-26,6.337500095367432,6.619999885559082,6.284999847412109,6.514999866485596,5.028079986572266,11076000
2016-01-27,6.559999942779541,6.695000171661377,6.454999923706055,6.537499904632568,5.045444488525391,8011600
2016-01-28,6.622499942779541,6.652500152587891,6.417500019073486,6.427499771118164,4.960549354553223,5595600
2016-01-29,6.440000057220459,6.5625,6.402500152587891,6.552499771118164,5.057021141052246,9271200
2016-02-01,6.550000190734863,6.715000152587891,6.462500095367432,6.702499866485596,5.172785758972168,11149200
2016-02-02,6.65749979019165,6.677499771118164,6.397500038146973,6.480000019073486,5.001067638397217,7362400
2016-02-03,6.527500152587891,6.570000171661377,6.1875,6.542500019073486,5.0493035316467285,8893600
2016-02-04,6.514999866485596,6.797500133514404,6.34499979019165,6.752500057220459,5.2113752365112305,8000800
2016-02-05,6.752500057220459,6.795000076293945,6.607500076293945,6.707499980926514,5.176645278930664,6183200
2016-02-08,6.637499809265137,6.989999771118164,6.625,6.972499847412109,5.38116455078125,11779200
2016-02-09,6.912499904632568,6.96999979019165,6.677499771118164,6.78000020980835,5.232598781585693,13147200
2016-02-10,6.800000190734863,6.822500228881836,6.65500020980835,6.662499904632568,5.141915798187256,5480400
2016-02-11,6.612500190734863,6.737500190734863,6.534999847412109,6.667500019073486,5.145774841308594,5918800
2016-02-12,6.692500114440918,6.84499979019165,6.574999809265137,6.744999885559082,5.205586910247803,10327200
2016-02-16,6.832499980926514,7.012499809265137,6.722499847412109,7.0,5.402389049530029,5744000
2016-02-17,7.054999828338623,7.25,6.989999771118164,7.184999942779541,5.545164585113525,6689600
2016-02-18,7.199999809265137,7.449999809265137,7.167500019073486,7.309999942779541,5.641636371612549,11048000
2016-02-19,7.304999828338623,7.304999828338623,6.945000171661377,7.047500133514404,5.439047336578369,8530000
2016-02-22,7.132500171661377,7.40749979019165,7.107500076293945,7.302499771118164,5.635848045349121,6722400
2016-02-23,7.400000095367432,7.465000152587891,7.244999885559082,7.360000133514404,5.680225849151611,5059600
2016-02-24,7.355000019073486,7.474999904632568,7.065000057220459,7.472499847412109,5.767049789428711,6416800
2016-02-25,7.400000095367432,7.514999866485596,7.327499866485596,7.489999771118164,5.780554294586182,6115600
2016-02-26,7.527500152587891,7.652500152587891,7.482500076293945,7.635000228881836,5.892461776733398,6775600
2016-02-29,7.610000133514404,7.772500038146973,7.505000114440918,7.704999923706055,5.94648551940918,9401600
2016-03-01,7.762499809265137,7.809999942779541,7.622499942779541,7.735000133514404,5.969639301300049,8520400
2016-03-02,7.71999979019165,7.920000076293945,7.289999961853027,7.822500228881836,6.037169456481934,16452400
2016-03-03,7.840000152587891,8.237500190734863,7.820000171661377,8.177499771118164,6.3111467361450195,14196000
2016-03-04,8.067500114440918,8.140000343322754,7.797500133514404,7.807499885559082,6.09453010559082,10121600
2016-03-07,7.757500171661377,7.925000190734863,7.59499979019165,7.684999942779541,5.998907566070557,11321200
2016-03-08,7.722499847412109,7.747499942779541,7.452499866485596,7.53000020980835,5.8779144287109375,9314000
2016-03-09,7.59499979019165,7.892499923706055,7.539999961853027,7.822500228881836,6.106240272521973,10378000
2016-03-10,7.832499980926514,7.832499980926514,7.485000133514404,7.610000133514404,5.940362930297852,8197200
2016-03-11,7.635000228881836,7.772500038146973,7.610000133514404,7.6875,6.000858306884766,6477200
2016-03-14,7.690000057220459,8.007499694824219,7.679999828338623,7.914999961853027,6.178445816040039,6921600
2016-03-15,7.877500057220459,7.932499885559082,7.492499828338623,7.695000171661377,6.006713390350342,8111600
2016-03-16,7.787499904632568,8.0024995803833,7.704999923706055,7.977499961853027,6.227232456207275,6249600
2016-03-17,8.045000076293945,8.055000305175781,7.752500057220459,7.840000152587891,6.119900226593018,12200800
2016-03-18,7.894999980926514,8.072500228881836,7.697500228881836,7.707499980926514,6.0164713859558105,22170800
2016-03-21,7.730000019073486,7.914999961853027,7.512499809265137,7.712500095367432,6.020373821258545,13434800
2016-03-22,7.6875,7.697500228881836,7.502500057220459,7.545000076293945,5.889623641967773,8700000
2016-03-23,7.545000076293945,7.702499866485596,7.512499809265137,7.59250020980835,5.926702499389648,7876800
2016-03-24,7.585000038146973,7.625,7.402500152587891,7.567500114440918,5.907186985015869,17952400
2016-03-28,7.237500190734863,7.737500190734863,7.099999904632568,7.522500038146973,5.8720598220825195,32988800
2016-03-29,7.545000076293945,7.982500076293945,7.5,7.877500057220459,6.149172782897949,15210000
2016-03-30,7.892499923706055,7.992499828338623,7.75,7.940000057220459,6.197960376739502,10088400
2016-03-31,7.96750020980835,8.107500076293945,7.917500019073486,7.932499885559082,6.192105770111084,8376000
2016-04-01,7.932499885559082,7.940000057220459,7.677499771118164,7.835000038146973,6.115996837615967,8540400
2016-04-04,7.847499847412109,7.855000019073486,7.677499771118164,7.732500076293945,6.035985946655273,5967200
2016-04-05,7.699999809265137,7.769999980926514,7.554999828338623,7.572500228881836,5.91109037399292,7004000
2016-04-06,7.5625,7.775000095367432,7.447500228881836,7.522500038146973,5.8720598220825195,9206000
2016-04-07,7.527500152587891,7.552499771118164,7.25,7.28000020980835,5.682765007019043,14695600
2016-04-08,7.317500114440918,7.46750020980835,7.28000020980835,7.372499942779541,5.754969596862793,8490400
2016-04-11,7.434999942779541,7.65500020980835,7.429999828338623,7.46999979019165,5.8310770988464355,8181200
2016-04-12,7.5,7.617499828338623,7.427499771118164,7.522500038146973,5.8720598220825195,7840400
2016-04-13,7.5625,7.900000095367432,7.547500133514404,7.867499828338623,6.141366481781006,8691600
2016-04-14,7.840000152587891,7.932499885559082,7.652500152587891,7.912499904632568,6.176494121551514,10259600
2016-04-15,7.9375,8.03499984741211,7.877500057220459,7.947500228881836,6.203814506530762,10342000
2016-04-18,7.965000152587891,8.09749984741211,7.90749979019165,8.052499771118164,6.2857770919799805,7128800
2016-04-19,8.085000038146973,8.137499809265137,8.029999732971191,8.112500190734863,6.332613945007324,6650800
2016-04-20,8.1225004196167,8.322500228881836,8.082500457763672,8.22249984741211,6.418478488922119,11016000
2016-04-21,8.22249984741211,8.272500038146973,8.052499771118164,8.077500343322754,6.305292129516602,10325600
2016-04-22,8.067500114440918,8.225000381469727,8.047499656677246,8.199999809265137,6.400915622711182,88882000
2016-04-25,8.170000076293945,8.25,8.107500076293945,8.199999809265137,6.400915622711182,8251200
2016-04-26,8.1875,8.335000038146973,8.149999618530273,8.329999923706055,6.50239372253418,7961200
2016-04-27,8.300000190734863,8.430000305175781,8.274999618530273,8.345000267028809,6.514103412628174,11343200
2016-04-28,8.292499542236328,8.329999923706055,8.194999694824219,8.225000381469727,6.420431613922119,8579200
2016-04-29,8.225000381469727,8.255000114440918,8.092499732971191,8.199999809265137,6.400915622711182,8473600
2016-05-02,8.202500343322754,8.21500015258789,7.987500190734863,8.09000015258789,6.315049648284912,10590000
2016-05-03,8.052499771118164,8.092499732971191,7.824999809265137,7.824999809265137,6.108191013336182,10560800
2016-05-04,7.800000190734863,7.835000038146973,7.582499980926514,7.684999942779541,5.998907566070557,11483200
2016-05-05,7.672500133514404,7.690000057220459,7.492499828338623,7.527500152587891,5.87596321105957,8590800
2016-05-06,7.552499771118164,7.557499885559082,7.34250020980835,7.522500038146973,5.8720598220825195,7822800
2016-05-09,7.525000095367432,7.622499942779541,7.510000228881836,7.547500133514404,5.891575336456299,7538400
2016-05-10,7.565000057220459,7.664999961853027,7.502500057220459,7.630000114440918,5.955974578857422,5274800
2016-05-11,7.537499904632568,7.537499904632568,7.230000019073486,7.300000190734863,5.6983771324157715,11997200
2016-05-12,7.324999809265137,7.347499847412109,7.212500095367432,7.275000095367432,5.678861618041992,8598800
2016-05-13,7.275000095367432,7.329999923706055,7.102499961853027,7.182499885559082,5.606656074523926,11854400
2016-05-16,7.190000057220459,7.28000020980835,7.139999866485596,7.255000114440918,5.6632490158081055,12104400
2016-05-17,7.272500038146973,7.349999904632568,7.102499961853027,7.114999771118164,5.5539655685424805,12189200
2016-05-18,7.082499980926514,7.09250020980835,6.945000171661377,7.007500171661377,5.4700517654418945,15548800
2016-05-19,7.010000228881836,7.144999980926514,6.880000114440918,7.137499809265137,5.571528434753418,12570000
