Date,Open,High,Low,Close,Adj Close
2017-01-03,43.74388885498047,43.9885293641009,43.03819052293607,43.21696614154841,1739600
2017-01-04,44.31784439086914,44.581307486233996,44.05438488487085,44.157887859189195,1821300
2017-01-05,43.79090881347656,44.28960085814517,43.62154102672775,44.27078181635473,1503700
2017-01-06,45.155269622802734,45.23054221858448,43.80973832289707,43.87560319021837,2883400
2017-01-09,45.29640197753906,45.69159472626454,45.079988353694546,45.17407998515193,2575300
2017-01-10,45.25876235961914,45.672774138517056,44.995302928949954,45.484587292596686,1560500
2017-01-11,46.340858459472656,46.557272190082145,45.11764870024331,45.192921324670884,5624300
2017-01-12,45.653953552246094,46.011508188475716,45.14585016224064,46.011508188475716,3276900
2017-01-13,45.81392288208008,45.96447167807988,45.55046338642204,45.72923895999479,1568500
2017-01-17,45.46578598022461,45.842159818847,45.33405621351686,45.51283181271067,1938800
2017-01-18,45.399898529052734,45.85154475727079,45.16466589418717,45.795087632731594,1523500
2017-01-19,44.82593536376953,45.24935487198963,44.70361337486916,45.202309057601965,1346100
2017-01-20,44.80712127685547,45.09881110131159,44.60952668094936,45.004719462127525,1701700
2017-01-23,44.59072494506836,45.00473693267329,44.44017611031221,44.78831961767943,2013900
2017-01-24,44.553062438964844,45.36226332862236,44.270783977061505,44.94825515712183,2741900
2017-01-25,45.550453186035156,45.5598609133306,44.60952252440306,44.78829805794153,3073200
2017-01-26,45.32463455200195,45.569278568097914,45.089401853876055,45.55986725012785,1895400
2017-01-27,45.776283264160156,45.94565108942073,45.4469553419908,45.465774388060424,1527800
2017-01-30,44.85416030883789,45.682180247947166,44.590700887498066,45.61631539261221,2266500
2017-01-31,46.07738494873047,46.24675278915778,45.174088603329345,45.20231896964479,2552600
2017-02-01,46.35023880004883,46.86775349063676,45.80450093001789,46.03973357506138,2244600
2017-02-02,46.01151657104492,46.10560821328479,45.60691604855457,45.99269752472373,1352200
2017-02-03,46.463157653808594,46.547841557982466,46.162060125493866,46.1902868970966,1191800
2017-02-06,46.359657287597656,46.46316024172685,46.06796747044866,46.22792756029355,952100
2017-02-07,46.70779800415039,46.839527723989335,46.35024334361208,46.500792107623106,2170700
2017-02-08,46.980674743652344,47.07476638712981,46.32202247121168,46.45375220782659,2107100
2017-02-09,47.48877716064453,47.799282448602085,46.980673682860136,46.980673682860136,2557700
2017-02-10,47.38526916503906,47.60168278864144,47.06535259332997,47.52640661206723,2092500
2017-02-13,47.535831451416016,47.883974893694536,47.44173620393082,47.63933442896639,1568300
2017-02-14,47.413516998291016,47.68638787553696,47.13123838947709,47.27237948856768,3546900
2017-02-15,48.57083511352539,48.77784098792779,47.62990454168216,48.11918886976447,5724500
2017-02-16,47.83692932128906,48.627311457571835,47.57346980565037,48.627311457571835,2550400
2017-02-17,48.580238342285156,48.58964606711679,47.59226212418818,47.65812696610367,2195500
2017-02-21,48.31678771972656,48.74020723253567,48.14741991460292,48.6084775150763,2037000
2017-02-22,48.307369232177734,48.66492380661299,48.16622822955822,48.27914246739975,1632400
2017-02-23,48.42970275878906,48.55202116160967,48.17565104703251,48.40147239790568,1006900
2017-02-24,48.68376159667969,48.768445512994234,48.29798010888369,48.34502593142151,1612700
2017-02-27,48.60850143432617,48.87196099888797,48.420314492767446,48.683777646696605,1195100
2017-02-28,48.26974868774414,48.59907661703566,48.203883819759064,48.47675460962075,1417800
2017-03-01,48.96604537963867,49.173047738907876,48.57085253127644,48.57085253127644,2026600
2017-03-02,48.345035552978516,49.00368796769053,48.297989721077705,48.96604986642312,1706400
2017-03-03,48.909584045410156,48.96604118730436,48.12861332405469,48.3450269839331,1824400
2017-03-06,48.222694396972656,48.759024564579995,48.1568295405553,48.58965676540237,1883700
2017-03-07,48.18505859375,48.41088353314211,47.855734296059055,48.04392114732487,2233600
2017-03-08,48.37324142456055,48.523790175187486,47.94041421517878,48.23210040050046,1517600
2017-03-09,48.392066955566406,48.53320799855097,48.109788458963095,48.38265563837233,1259400
2017-03-10,49.06953811645508,49.267132704728255,48.439112672303644,48.63670726057683,1860500
2017-03-13,49.35182571411133,49.361233443654946,48.91899836777531,49.06013584712845,1376200
2017-03-14,49.1259880065918,49.17303382086582,48.890755345856114,49.13539932306593,1203400
2017-03-15,50.904354095458984,51.58182541009066,49.88815071287756,50.161021502311556,4118000
2017-03-16,49.91637420654297,50.85730493084865,49.70937188796451,50.27392888680157,2676900
2017-03-17,50.1610107421875,50.368013029969134,49.79404479923644,49.92577809610789,1936900
2017-03-20,50.01047134399414,50.462117678198894,49.869330294207536,50.161020122062396,1221400
2017-03-21,49.549415588378906,50.55621125324614,49.38004775789973,50.13279167704821,1492700
2017-03-22,49.99164581298828,50.311562373553464,49.53999953737253,49.6717292524231,1257100
2017-03-23,50.038692474365234,50.60324943110357,49.60586523490814,49.906962757083996,1717900
2017-03-24,49.944602966308594,50.85730329882758,49.718778020401025,50.85730329882758,2015300
2017-03-27,50.095149993896484,50.18924162429332,49.32358354930686,49.492951355513654,1446500
2017-03-28,50.28334045410156,50.44330055591751,49.963423839835805,50.14220298829869,1312700
2017-03-29,49.98224639892578,50.264524939734436,49.66232976217826,50.1139761453454,1469900
2017-03-30,50.170413970947266,50.27391690024174,49.77522488385746,49.99163846812545,1627400
2017-03-31,49.870460510253906,50.21003676493353,49.81386686665622,50.05911438488407,1705600
2017-04-03,50.18175506591797,50.19118614326861,49.73841886667421,49.89877596783077,1550200
