Date,Open,High,Low,Close,Adj Close
2017-01-03,39.121700286865234,39.295377182468314,38.60713920109891,38.75692717078527,33146000
2017-01-04,39.15952682495117,39.38048042682272,38.97340807937854,39.232180755211225,21460000
2017-01-05,39.51384735107422,39.53673774313927,39.06596791834005,39.11871947039709,26704000
2017-01-06,40.11748123168945,40.20457025768244,39.423468487407646,39.5755496638474,32804000
2017-01-09,40.142372131347656,40.30738874216992,39.95227062653044,40.12993029728962,25492000
2017-01-10,40.049800872802734,40.26578074532639,39.98610340204843,40.20258064410589,23536000
2017-01-11,40.20507049560547,40.21701495873743,39.879612350616675,40.06025621945187,21318000
2017-01-12,40.12793731689453,40.17919296081444,39.77013115847556,40.166751127842176,27062000
2017-01-13,40.203575134277344,40.369985107805206,40.144353989694004,40.18366896290598,21984000
2017-01-17,40.04084777832031,40.166750621773154,39.82984917688946,40.163766404320306,27242000
2017-01-18,40.113502502441406,40.12021888956554,39.86069829856297,40.100563301017395,25888000
2017-01-19,39.91967010498047,40.283197891528395,39.90100925492738,40.06622706793047,18386000
2017-01-20,40.06125259399414,40.15530860074794,39.89553739895185,40.15530860074794,33400000
2017-01-23,40.77238082885742,40.85001224139168,39.99755121871515,40.17222284609575,39272000
2017-01-24,40.99930953979492,41.10032871814852,40.698283246904204,40.92118075217661,29480000
2017-01-25,41.58652877807617,41.59150627062116,41.05852730344128,41.285453124891596,29890000
2017-01-26,41.411354064941406,41.70247851635583,41.15556563258478,41.69302090128406,59478000
2017-01-27,40.97144317626953,41.89904886396261,40.828618371058134,41.53875584691384,59316000
2017-01-30,39.92688751220703,40.59969942775828,39.80148204425304,40.54097944691129,64932000
2017-01-31,39.65169143676758,39.87363975827117,39.33966986644686,39.6551730237329,43212000
2017-02-01,39.59720230102539,39.870656857042974,39.37301391071485,39.795512286167984,40594000
2017-02-02,39.738277435302734,39.9457944362025,39.41331667808937,39.502892553132426,30642000
2017-02-03,39.885581970214844,40.11001712688404,39.829846208201346,39.960229164829784,29268000
2017-02-06,39.87812423706055,39.894545027976385,39.57505908254614,39.796510058672844,23690000
2017-02-07,40.15829086303711,40.333961034780685,39.90001557930441,40.00999500105323,24824000
2017-02-08,40.228458404541016,40.40064319459292,39.97018311782031,40.15978343634938,23106000
2017-02-09,40.28718185424805,40.341922880523406,40.037365649027755,40.28469120969009,19794000
2017-02-10,40.49170684814453,40.57033679280196,40.29812379704611,40.39367189879642,22700000
2017-02-13,40.76890182495117,40.85444559502128,40.58228572329185,40.6076629617255,24266000
2017-02-14,40.8291130065918,40.95601438278715,40.60766205609676,40.756956452780386,21094000
2017-02-15,40.75596237182617,40.95601504419008,40.730581336834376,40.77487000896292,26272000
2017-02-16,41.01374053955078,41.025685002762984,40.75596262162557,40.80323551147146,25752000
2017-02-17,41.20832061767578,41.20832061767578,40.889081470977594,40.95701228710837,32220000
2017-02-21,41.38697052001953,41.47604902632385,41.222250078624384,41.23767612802829,25246000
2017-02-22,41.342185974121094,41.46609934818483,41.236686665817366,41.237681405039865,19658000
2017-02-23,41.37055206298828,41.42678519874933,40.950043172005174,41.31033617390785,29456000
2017-02-24,41.2366828918457,41.25459958635472,41.01572930980569,41.19139948107879,27844000
2017-02-27,41.26853561401367,41.3292488745304,41.00578019488289,41.033150709238775,22030000
2017-02-28,40.966461181640625,41.23170342259891,40.816669421824315,41.08589441583173,45216000
2017-03-01,41.565128326416016,41.61563981181816,41.16800721042666,41.24713453057594,29930000
2017-03-02,41.33572006225586,41.52880198221514,41.28645009715289,41.49596040109927,18850000
2017-03-03,41.258583068847656,41.372047886423104,41.09292101814431,41.3322355365119,17928000
2017-03-06,41.193885803222656,41.24862682846837,40.9261529084209,41.15258134950868,22180000
2017-03-07,41.399417877197266,41.47406508315511,41.13118758339178,41.174978889709756,20752000
2017-03-08,41.571598052978516,41.7099427245543,41.393441036429245,41.47903416107946,19796000
2017-03-09,41.7363166809082,41.90153450334187,41.513870982807134,41.60294949530687,25230000
2017-03-10,41.96373748779297,42.0463463943172,41.77712139378254,41.965233393168944,34080000
2017-03-13,42.077701568603516,42.23420972648661,41.96373939144038,42.00106488996419,24472000
2017-03-14,42.08168411254883,42.162303551387076,41.841822867939,41.98315177400074,15598000
2017-03-15,42.16030502319336,42.23146683056824,41.84032177804866,42.179713824308465,27630000
2017-03-16,42.23893737792969,42.34194983279093,42.10706230026677,42.251379210989555,19552000
2017-03-17,42.405147552490234,42.46884502624376,42.15582872260568,42.37977031492878,34246000
2017-03-20,42.22002410888672,42.310598523466595,42.05829167627967,42.30014616920191,24630000
2017-03-21,41.32725143432617,42.47382111074361,41.25559225331785,42.36931655647562,49270000
2017-03-22,41.283958435058594,41.58055394673801,41.16402782889454,41.399412715254954,28030000
2017-03-23,40.6862907409668,40.93461482700235,40.42139399786305,40.856482247436176,69742000
2017-03-24,40.52953338623047,40.9027655822882,40.253838778843836,40.81070285554251,39620000
2017-03-27,40.78233337402344,40.88783646803788,39.9791384863469,40.15729550317192,37886000
2017-03-28,40.85250473022461,41.10480778153042,40.50947919218453,40.82712369553875,32410000
